Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Cpu_Value,Cpu_Generation,Memory_Type,Gpu_Category
Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.65kg,21551509.584000003,1,1,1,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128gb ssd +  1tb hdd,amd radeon 530,Windows 10,2.36kg,15686935.2288,1,2,0,Khác
Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500gb hdd,intel hd graphics 405,Windows 10,1.47kg,7675221.6288,1,other,2,Card onboard
Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8GB,1tb hdd,nvidia geforce gtx 1060,Windows 10,4.42kg,32783932.051200002,1,2,2,Card rời
Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4GB,128gb ssd,intel hd graphics 615,Windows 10 S,1.252kg,15847169.5008,1,other,1,Card onboard
Microsoft,Ultrabook,33.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8GB,256gb ssd,intel iris plus graphics 640,Windows 10 S,1.25kg,28826145.5328,1,2,1,Card onboard
HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,2.5kg,10253391.065280002,1,3,1,Card onboard
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1tb hdd,nvidia geforce 940mx,Windows 10,2.23kg,8716744.3968,1,3,2,Card rời
Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128gb ssd,intel hd graphics 400,Windows 10,1.4kg,6970190.832,1,other,1,Card onboard
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1tb hdd,intel hd graphics 620,Windows 10,2.37kg,12001546.972800002,1,1,2,Card onboard
Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512gb ssd,amd radeon r7 m460,No OS,1.5kg,12802718.3328,1,2,1,Khác
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,256gb ssd,nvidia quadro m2200m,Windows 10,2.67kg,33488962.848,1,2,1,Card rời
Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,500gb hdd,intel hd graphics 500,Windows 10,2kg,4871121.8688,1,other,2,Card onboard
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500gb hdd,nvidia geforce gtx 940mx,Windows 10,2.2kg,7514987.3568,1,3,2,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,2tb hdd,amd radeon 530,Windows 10,2.02kg,12161781.2448,1,1,2,Khác
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1tb hdd,nvidia geforce gtx 1060,Windows 10,3.78kg,27223802.8128,1,2,2,Card rời
Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12GB,256gb ssd,intel hd graphics 520,Windows 10,1.4kg,29771527.737600002,1,2,1,Card onboard
HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8GB,512gb ssd,intel uhd graphics 620,Windows 10,1.29kg,32030830.9728,1,2,1,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500gb hdd,amd firepro w4190m,Windows 10,1.9kg,18491034.9888,1,1,2,Khác
Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,128gb ssd,intel hd graphics 615,Chrome OS,1.1kg,20429869.68,1,1,1,Card onboard
Dell,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,1.42kg,29512749.38832,1,1,1,Card onboard
Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12GB,128gb ssd +  1tb hdd,intel hd graphics 530,Windows 10,2.06kg,20814431.932800002,1,2,0,Card onboard
Dell,Notebook,14,1366x768,Intel Core i3 6100U 2.3GHz,8GB,128gb ssd,intel hd graphics 520,Windows 10,1.79kg,11857336.127999999,1,3,1,Card onboard
Dell,Workstation,?,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256gb ssd,nvidia quadro m1200,Windows 10,1.78kg,38584412.6976,1,2,1,Card rời
Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,180gb ssd,intel hd graphics 620,Windows 10,1.7kg,21855954.7008,1,1,1,Card onboard
Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.05kg,26791170.2784,1,1,1,Card onboard
Dell,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512gb ssd,nvidia geforce 940mx,Windows 10,2.16kg,20221565.1264,1,2,1,Card rời
Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1tb hdd,intel hd graphics 620,Windows 10,2.18kg,9399342.39552,1,3,2,Card onboard
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,128gb ssd,intel uhd graphics 620,Windows 10,1.49kg,11633008.1472,1,1,1,Card onboard
Chuwi,Notebook,15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,64gb flash storage,intel hd graphics,Windows 10,1.89kg,3988231.03008,1,other,0,Card onboard
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128gb ssd,intel hd graphics 520,Windows 10,2.3kg,9053236.368,1,3,1,Card onboard
Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,1.75kg,16808575.1328,1,1,1,Card onboard
Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,512gb ssd,nvidia quadro m620,Windows 10,2.17kg,37462772.7936,1,2,1,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512gb ssd,nvidia geforce gtx 1050,Windows 10,2.06kg,30428488.252800003,1,2,1,Card rời
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512gb ssd,intel hd graphics 620,Windows 10,1.36kg,28810122.105600003,1,2,1,Card onboard
Asus,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512gb ssd,intel hd graphics 620,Windows 10,0.91kg,31245683.04,1,2,1,Card onboard
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,nvidia geforce 940mx,Windows 10,2.3kg,16215548.092128001,1,1,1,Card rời
Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32GB,512gb ssd,intel hd graphics 620,Windows 10,1.05kg,44849572.7328,1,2,1,Card onboard
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,1.99kg,21631626.72,1,2,0,Card rời
Acer,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8GB,1tb hdd,amd radeon rx 540,Windows 10,2.2kg,9277564.3488,2,other,2,Khác
Asus,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24GB,256gb ssd +  1tb hdd,nvidia geforce gtx 965m,Windows 10,4.33kg,20333729.116800003,1,2,0,Card rời
Lenovo,Ultrabook,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8GB,180gb ssd,intel hd graphics 520,Windows 10,1.3kg,17609746.4928,1,1,1,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,2.17kg,14403458.71008,1,2,1,Card onboard
HP,Notebook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,1tb ssd,intel hd graphics 620,Windows 10,1.48kg,28024974.1728,1,2,1,Card onboard
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.4kg,15206232.412800001,1,3,1,Card onboard
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,2.3kg,14597342.179200001,1,1,1,Card onboard
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,64gb flash storage,intel hd graphics 500,Windows 10 S,1.2kg,5447965.248000001,1,other,0,Card onboard
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,amd radeon 520,Windows 10,1.91kg,9918341.202528,1,1,1,Khác
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,1.4kg,25621460.092800003,1,1,1,Card onboard
Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,500gb hdd,intel hd graphics 500,Windows 10,2.1kg,4791004.7328,1,other,2,Card onboard
Lenovo,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16gb ssd,intel hd graphics 400,Chrome OS,1.25kg,4246208.208000001,1,other,1,Card onboard
Lenovo,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.44kg,15206232.412800001,1,1,1,Card onboard
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd +  1tb hdd,intel hd graphics 620,Windows 10,2kg,19612674.8928,1,2,0,Card onboard
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,1tb hdd,nvidia geforce mx150,Windows 10,2.2kg,9822360.8736,1,1,2,Card rời
HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512gb ssd,intel hd graphics 620,Windows 10,1.34kg,21198994.1856,1,2,1,Card onboard
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,No OS,2.4kg,18410917.8528,1,2,0,Card rời
Dell,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128gb ssd,intel hd graphics 620,Windows 10,1.29kg,14405061.052800002,1,1,1,Card onboard
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,500gb hdd,nvidia geforce 940mx,Windows 10,2.2kg,10238969.9808,1,2,2,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1tb hdd,intel hd graphics 620,Windows 10,2.18kg,13395585.1392,1,1,2,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256gb ssd +  2tb hdd,amd radeon 530,Windows 10,2.2kg,19536403.379328,1,2,0,Khác
Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256gb ssd,nvidia geforce mx150,No OS,1.95kg,22431996.90864,1,2,1,Card rời
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,32gb flash storage,intel hd graphics 500,Windows 10,1.1kg,3925739.6640000003,1,other,0,Card onboard
HP,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4GB,1tb hdd,intel uhd graphics 620,Windows 10,2.04kg,8355736.581984,1,1,2,Card onboard
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24GB,512gb ssd,nvidia geforce gtx1080,Windows 10,2.24kg,24019117.3728,1,2,1,Card rời
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,nvidia geforce 930mx,Windows 10,2.04kg,14244826.7808,1,1,1,Card rời
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx1050 ti,Windows 10,3kg,24099234.5088,1,2,0,Card rời
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,3.2kg,22416774.6528,1,2,0,Card rời
HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.32kg,22416774.6528,1,2,1,Card onboard
Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.64kg,20505660.490656,1,1,1,Card onboard
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128gb ssd,intel hd graphics 520,Windows 10,1.63kg,11040141.3408,1,3,1,Card onboard
Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128gb ssd +  1tb hdd,amd radeon 530,Linux,2.8kg,14244826.7808,1,1,0,Khác
Lenovo,Notebook,24,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,2.02kg,21471392.448,1,1,1,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,1tb hdd,nvidia geforce 920mx,Windows 10,2.2kg,12802718.3328,1,2,2,Card rời
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,2tb hdd,nvidia geforce 920mx,No OS,2.2kg,7354753.0848,1,3,2,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,amd radeon r5 m430,Windows 10,2.3kg,9373704.912,1,1,2,Khác
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.9kg,22064259.2544,1,1,1,Card onboard
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,4.42kg,20814431.932800002,1,2,0,Card rời
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500gb hdd,intel hd graphics 620,Windows 10,2.0kg,13780147.392,1,1,2,Card onboard
Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd +  1tb hdd,nvidia geforce gtx 960m,Windows 10,2kg,20814431.932800002,1,2,0,Card rời
Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,32gb ssd,intel hd graphics 500,Windows 10,1.2kg,5912644.6368,1,other,1,Card onboard
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.3kg,26422631.452800002,1,1,0,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256gb ssd,nvidia geforce 930mx,Windows 10,1.93kg,21936071.8368,1,2,1,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,amd radeon 530,Windows 10,2.2kg,12777241.083552001,1,1,1,Khác
HP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4GB,256gb ssd,intel hd graphics 405,Windows 10,1.86kg,6393187.218528001,1,other,1,Card onboard
HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1tb hdd,nvidia geforce gtx 1060,Windows 10,2.62kg,28826145.5328,1,2,2,Card rời
Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,nvidia geforce 940mx,Windows 10,1.87kg,13764123.9648,1,2,1,Card rời
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,1.2kg,22416774.6528,1,2,1,Card onboard
Dell,Notebook,14,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128gb ssd,intel hd graphics 520,Windows 10,1.6kg,11791159.373664,1,3,1,Card onboard
HP,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.34kg,18346824.144,1,2,1,Card onboard
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1tb hdd,nvidia geforce gtx 1050,Linux,2.4kg,12786694.9056,1,1,2,Card rời
Asus,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4GB,500gb hdd,amd radeon r2 graphics,Windows 10,2kg,5592176.092800001,2,other,2,Khác
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128gb ssd,intel hd graphics 620,Windows 10,2.1kg,11304527.889600001,1,3,1,Card onboard
Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,1.87kg,12578390.352000002,1,1,2,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,1tb hdd,intel hd graphics 520,No OS,2.15kg,7408431.565920001,1,1,2,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,1.86kg,6361300.5984000005,1,3,2,Card onboard
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512gb ssd,intel hd graphics 620,Windows 10,1.99kg,27704505.6288,1,2,1,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128gb ssd,intel hd graphics 520,Windows 10,2.2kg,7995690.172800001,1,3,1,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.9kg,17898007.948128,1,1,1,Card onboard
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,4.42kg,43247230.0128,1,2,0,Card rời
HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8GB,1tb hdd,intel hd graphics 520,Windows 10,2.65kg,8719147.910880001,1,3,2,Card onboard
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1tb hdd,nvidia geforce 930mx,Windows 10,2.63kg,20509986.816,1,2,2,Card rời
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,500gb hdd,intel hd graphics 500,Linux,2kg,3589247.6928,1,other,2,Card onboard
Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,32gb flash storage,intel hd graphics,Windows 10,1.35kg,4085973.936,1,other,0,Card onboard
Lenovo,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6GB,128gb ssd +  1tb hdd,nvidia geforce 940mx,Windows 10,2.8kg,15206232.412800001,1,2,0,Card rời
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6GB,128gb ssd,amd radeon 530,Windows 10,1.91kg,9115727.73408,2,other,1,Khác
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1tb hdd,amd radeon r5 m420,Windows 10,2.18kg,9900875.66688,1,3,2,Khác
Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4GB,32gb flash storage,intel hd graphics 500,Windows 10,1.25kg,5592176.092800001,1,other,0,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,128gb ssd,intel hd graphics 620,Windows 10,2.05kg,10094759.136,1,3,1,Card onboard
HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16GB,512gb ssd,intel hd graphics 515,Windows 10,1.16kg,31486034.448,1,other,1,Card onboard
Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256gb ssd,nvidia quadro m620m,Windows 10,3.4kg,24019117.3728,1,2,1,Card rời
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,2.5kg,13443655.4208,1,1,0,Card rời
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,128gb ssd,intel uhd graphics 620,Windows 10,1.21kg,25621460.092800003,1,1,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,1.93kg,15366466.684799999,1,1,2,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4GB,500gb hdd,intel hd graphics 505,Windows 10,2.2kg,5512058.9568,1,other,2,Card onboard
Lenovo,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,2.02kg,15863192.928,1,1,2,Card onboard
HP,Workstation,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8GB,500gb hdd,nvidia quadro m1200,Windows 10,3.14kg,29819437.784928,1,1,2,Card rời
HP,Notebook,14,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8GB,2tb hdd,intel hd graphics 405,Windows 10,1.94kg,6233113.180799999,1,other,2,Card onboard
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,256gb ssd,amd radeon 530,Windows 10,1.95kg,10399204.2528,2,other,1,Khác
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,2.3kg,13299444.576000001,1,1,1,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,2.05kg,10976047.632000001,1,1,2,Card onboard
Mediacom,Notebook,14,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,32gb ssd,intel hd graphics,Windows 10,1.4kg,3989833.3728,1,other,1,Card onboard
Toshiba,Ultrabook,14,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512gb ssd,intel hd graphics 620,Windows 10,1.24kg,29883691.728,1,2,1,Card onboard
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,4.6kg,42670386.633600004,1,2,0,Card rời
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,4.14kg,43727932.8288,1,2,0,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,amd radeon r5 m430,Linux,2.2kg,12001707.207072001,1,2,1,Khác
Mediacom,Notebook,14,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,32gb ssd,intel hd graphics 500,Windows 10,1.45kg,6233113.180799999,1,other,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,8GB,500gb hdd,intel hd graphics 620,Windows 10,1.9kg,16159946.799744,1,1,2,Card onboard
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128gb ssd,intel hd graphics 620,Windows 10,1.49kg,11520844.1568,1,3,1,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16GB,256gb ssd,nvidia geforce 930mx,Windows 10,1.93kg,24634256.743008003,1,2,1,Card rời
Dell,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16gb flash storage,intel hd graphics 400,Chrome OS,1.26kg,4726911.024,1,other,0,Card onboard
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 980m,Windows 10,4.5kg,37639030.492800005,1,2,0,Card rời
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,3.78kg,24003093.945600003,1,2,0,Card rời
Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12GB,256gb ssd,intel hd graphics 520,Windows 10,8.4kg,26807193.7056,1,2,1,Card onboard
Lenovo,Notebook,15.6,Touchscreen 1366x768,Intel Core i7 8550U 1.8GHz,12GB,1tb hdd,intel hd graphics 620,Windows 10,2.2kg,9758267.164800001,1,2,2,Card onboard
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.73kg,28361466.144,1,1,0,Card rời
Asus,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,1tb hdd,intel hd graphics 520,Windows 10,2.2kg,11841312.7008,1,1,2,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12GB,512gb ssd,amd radeon 530,Windows 10,2.2kg,15206232.412800001,2,other,1,Khác
Dell,2 in 1 Convertible,31.6,Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,4GB,128gb ssd,intel hd graphics 615,Windows 10,1.39kg,9662126.6016,1,other,1,Card onboard
Samsung,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,2.5kg,27223802.8128,1,2,0,Card rời
